PolicyNumber,CustomerId,DateOfLoss,ClaimReceivedDate,ClaimCause,TotalPaidToDate,Deductible,County,State,EquipmentYear,PolicyEffectiveDate
P-5432-2019,2293,2019-04-10,2019-04-22,Wind-Irr,3134.32,1000,Hale,TX,1976,2018-08-15
P-1747-2019,4511,2019-04-09,2019-04-09,Wind-Irr,16455.92,1000,Gaines,TX,1989,2019-04-09
P-4167-2019,5209,2019-04-08,2019-04-18,Collision-Irr,3210.58,1000,Lamb,TX,0,2018-11-29
P-1547-2019,5193,2019-04-05,2019-04-08,Lightning-Irr,1214.85,1000,Lubbock,TX,1996,2018-04-23
P-3349-2019,5363,2019-04-04,2019-04-05,M&E-Irr,7172.4,2500,Bailey,TX,1996,2019-01-25
P-4723-2019,1311,2019-04-01,2019-04-15,Flood-Irr,4766.83,1000,Burt,NE,2006,2019-04-01
P-4962-2019,3272,2019-03-30,2019-04-01,Wind-Irr,21990,1000,Knox,TX,1992,2018-10-16
P-4791-2019,3744,2019-03-27,2019-04-29,Lightning-Irr,712.27,1000,Nuckolls,NE,0,2018-06-01
P-1625-2019,1250,2019-03-27,2019-05-16,Lightning-Irr,2177,1000,Harlan,NE,2014,2019-02-01
P-3148-2019,3146,2019-03-27,2020-05-26,Lightning-Irr,4338.13,1000,Lamb,TX,1995,2020-03-22
P-3824-2019,2641,2019-03-26,2019-03-29,Flood-Irr,14635.74,1000,Clay,SD,0,2018-04-25
P-3764-2019,1516,2019-03-24,2019-10-28,M&E-Irr,5552.18,1000,Red Willow,NE,1999,2019-06-01
P-4871-2019,1252,2019-03-22,2019-04-30,Lightning-Irr,9482.95,2500,Sherman,TX,0,2019-01-05
P-1116-2019,1417,2019-03-22,2019-06-18,Wind-Irr,9563.22,1000,Swisher,TX,1991,2019-02-14
P-163-2019,2804,2019-03-20,2019-06-21,Lightning-Irr,72284.65,1000,Deaf Smith,TX,1984,2019-05-25
P-2076-2019,3437,2019-03-19,2019-04-01,Flood-Irr,23068.28,1000,Sarpy,NE,1999,2018-12-31
P-1344-2019,2526,2019-03-19,2019-04-30,Flood-Irr,5521.27,1000,Burt,NE,2013,2018-07-07
P-4486-2019,4029,2019-03-19,2019-09-10,Flood-Irr,17679.53,2500,Doniphan,KS,2013,2018-09-22
P-610-2019,1592,2019-03-19,2020-01-23,Flood-Irr,49572.2,2500,Washington,NE,1979,2019-03-26
P-4405-2019,576,2019-03-19,2020-01-23,Flood-Irr,54275.9,2500,Washington,NE,2013,2019-03-26
P-506-2019,1759,2019-03-19,2020-01-23,Flood-Irr,36402.8,2500,Washington,NE,2005,2019-05-29
P-4667-2019,1070,2019-03-18,2019-03-18,Flood-Irr,2959.8,1000,Burt,NE,2003,2018-04-02
P-3667-2019,5111,2019-03-18,2019-03-18,Flood-Irr,35319.97,2500,Burt,NE,2014,2018-10-01
P-2991-2019,301,2019-03-18,2019-04-22,Wind-Irr,5550,1000,Floyd,TX,1994,2018-11-16
P-2511-2019,1468,2019-03-17,2019-04-08,Flood-Irr,7367.82,1000,Dakota,MN,1985,2019-03-15
P-1595-2019,2296,2019-03-17,2019-04-09,Claim Withdrawn,0,1000,Dakota,MN,1985,2018-04-17
P-1360-2019,1343,2019-03-16,2019-03-18,Flood-Irr,7241.5,1000,Dodge,NE,2012,2018-09-25
P-126-2019,4395,2019-03-16,2019-03-21,Flood-Irr,5225,1000,Dodge,NE,1996,2019-03-06
P-3024-2019,3633,2019-03-16,2019-03-27,Flood-Irr,13316.22,1000,Washington,NE,1996,2018-11-19
P-2734-2019,3692,2019-03-16,2019-03-27,Flood-Irr,70005.38,1000,Sarpy,NE,2001,2018-04-10
P-44-2019,5086,2019-03-16,2019-04-02,Flood-Irr,36348.85,1000,Pottawattamie,IA,0,2018-04-25
P-4619-2019,592,2019-03-16,2019-04-04,Wind-Irr,1466.8,1000,Norton,KS,2011,2018-10-29
P-15-2019,346,2019-03-16,2019-04-08,Flood-Irr,59979.26,1000,Harrison,IA,2012,2018-12-10
P-942-2019,1328,2019-03-15,2019-03-15,Flood-Irr,29925,1000,Douglas,NE,2014,2019-03-01
P-4028-2019,5179,2019-03-15,2019-03-18,Flood-Irr,30115.23,1000,Burt,NE,1996,2018-11-05
P-2222-2019,4210,2019-03-15,2019-03-18,Wind-Irr,27024.92,1000,Washington,NE,1990,2018-04-01
P-1917-2019,156,2019-03-15,2019-03-19,Lightning-Irr,26204.64,1000,Custer,OK,1970,2019-02-20
P-4192-2019,2202,2019-03-15,2019-03-22,Flood-Irr,9750,1000,Dodge,NE,2001,2019-01-16
P-1097-2019,4387,2019-03-15,2019-03-22,Flood-Irr,77810.54,1000,Colfax,NE,2006,2018-04-20
P-5496-2019,581,2019-03-15,2019-03-22,Flood-Irr,5125,1000,Dodge,NE,1996,2019-03-13
P-5473-2019,4339,2019-03-15,2019-03-27,Flood-Irr,65166.21,1000,Colfax,NE,1999,2018-11-15
P-13-2019,4476,2019-03-15,2019-03-28,Flood-Irr,7790.33,1000,Dodge,NE,2013,2019-03-01
P-4906-2019,5314,2019-03-15,2019-03-29,Flood-Irr,26153.05,1000,Douglas,NE,1978,2019-01-25
P-3450-2019,4096,2019-03-15,2019-03-29,Flood-Irr,131725,1000,Douglas,NE,2001,2018-12-31
P-1182-2019,1126,2019-03-15,2019-04-01,Flood-Irr,3185.65,1000,Platte,NE,2011,2019-02-12
P-469-2019,2031,2019-03-15,2019-04-01,Flood-Irr,42297.21,1000,Colfax,NE,1975,2018-05-11
P-571-2019,5001,2019-03-15,2019-04-02,Flood-Irr,14352.27,1000,Harrison,IA,1996,2019-01-16
P-144-2019,1646,2019-03-15,2019-04-02,Flood-Irr,10001.34,1000,Dodge,NE,2017,2019-04-01
P-4088-2019,1439,2019-03-15,2019-04-02,Flood-Irr,35323.29,2500,Colfax,NE,2014,2018-04-24
P-5588-2019,4881,2019-03-15,2019-04-03,Flood-Irr,11270.13,1000,Harrison,IA,2013,2019-02-11
P-3268-2019,3300,2019-03-15,2019-04-03,Flood-Irr,8425,1000,Saunders,NE,2008,2019-02-01
P-1208-2019,789,2019-03-15,2019-04-03,Flood-Irr,7016.87,1000,Pottawattamie,IA,1999,2018-12-10
P-1258-2019,4548,2019-03-15,2019-04-03,Flood-Irr,39602,1000,Dodge,NE,2004,2019-01-01
P-3787-2019,423,2019-03-15,2019-04-06,Flood-Irr,8091,1000,Dodge,NE,2002,2018-09-11
P-5515-2019,1009,2019-03-15,2019-04-09,Flood-Irr,49053.33,1000,Fremont,IA,2013,2019-03-04
P-4960-2019,4232,2019-03-15,2019-04-09,Flood-Irr,32162.78,1000,Cuming,NE,1980,2018-06-12
P-4934-2019,1082,2019-03-15,2019-04-11,Flood-Irr,34017,1000,Douglas,NE,1996,2019-01-24
P-5629-2019,499,2019-03-15,2019-04-15,Flood-Irr,11725.16,5000,Burt,NE,2012,2018-06-15
P-1331-2019,3171,2019-03-15,2019-05-02,Flood-Irr,58727.9,1000,Burt,NE,1975,2018-05-24
P-5452-2019,4075,2019-03-15,2019-05-14,Flood-Irr,19937.51,1000,Pottawattamie,IA,1999,2019-01-22
P-2671-2019,3748,2019-03-15,2019-06-11,Lightning-Irr,1775.91,1000,Phelps,NE,2014,2019-01-04
P-1908-2019,2196,2019-03-15,2019-06-18,Flood-Irr,2569,1000,Washington,NE,2012,2019-04-28
P-1917-2019,156,2019-03-15,2019-04-23,Claim Withdrawn,0,1000,Blaine,OK,2015,2019-02-20
P-3418-2019,4555,2019-03-14,2019-03-21,Flood-Irr,0,1000,Buffalo,NE,1984,2019-03-14
P-3031-2019,5340,2019-03-14,2019-04-09,Flood-Irr,20876,1000,Colfax,NE,2012,2019-03-14
P-4282-2019,289,2019-03-14,2019-08-22,Wind-Irr,378.7,2500,Antelope,NE,1986,2019-03-14
P-470-2019,5030,2019-03-14,2019-03-15,Wind-Irr,34399.88,1000,Dawson,NE,2009,2019-03-01
P-4160-2019,3772,2019-03-14,2019-03-18,Claim Withdrawn,0,5000,Boone,NE,2007,2018-05-26
P-1421-2019,1661,2019-03-14,2019-03-18,Wind-Irr,27150,1000,Colfax,NE,2009,2018-04-01
P-4384-2019,898,2019-03-14,2019-03-22,Flood-Irr,50042.6,1000,Colfax,NE,2008,2019-02-12
P-1852-2019,1459,2019-03-14,2019-04-01,Flood-Irr,32752.59,1000,Stanton,NE,2003,2019-03-12
P-3453-2019,4984,2019-03-14,2019-04-03,Flood-Irr,31854.5,1000,Colfax,NE,1989,2018-12-13
P-669-2019,2581,2019-03-14,2019-04-04,Flood-Irr,8240,1000,Dodge,NE,2003,2018-06-20
P-4305-2019,4543,2019-03-14,2019-04-05,Theft-Irr,2704.52,1000,Adams,CO,0,2018-04-13
P-227-2019,2043,2019-03-14,2019-04-09,Flood-Irr,19361.55,5000,Dodge,NE,1997,2018-05-18
P-1904-2019,1664,2019-03-14,2019-04-10,Flood-Irr,11094.6,1000,Colfax,NE,2011,2018-05-05
P-538-2019,3691,2019-03-14,2019-04-12,Flood-Irr,29412.8,1000,Dodge,NE,2015,2018-06-01
P-823-2019,3979,2019-03-14,2019-04-15,Flood-Irr,6468.47,1000,Antelope,NE,0,2019-03-04
P-2963-2019,2361,2019-03-14,2019-04-16,Flood-Irr,19565.28,1000,Sherman,NE,2000,2018-12-01
P-3873-2019,3363,2019-03-14,2019-06-12,Flood-Irr,23144.86,1000,Colfax,NE,0,2019-05-03
P-4697-2019,3912,2019-03-14,2019-06-12,Flood-Irr,18531.48,1000,Thurston,NE,2008,2018-07-20
P-1550-2019,1768,2019-03-14,2020-04-03,Flood-Irr,9062.16,1000,Pottawattamie,IA,2014,2020-02-20
P-5218-2019,4124,2019-03-13,2019-03-18,Wind-Irr,21824.53,1000,Hale,TX,1988,2019-03-13
P-3441-2019,2754,2019-03-13,2019-03-15,Wind-Irr,34111.13,1000,Gaines,TX,2002,2018-03-22
P-1103-2019,139,2019-03-13,2019-03-18,Wind-Irr,6111.08,5000,Castro,TX,1995,2018-06-28
P-2715-2019,839,2019-03-13,2019-03-18,Wind-Irr,26684.73,1000,Hale,TX,2001,2018-04-19
P-1042-2019,3246,2019-03-13,2019-03-22,Flood-Irr,0,1000,Clay,SD,2013,2018-03-26
P-3719-2019,4934,2019-03-13,2019-03-25,Wind-Irr,86643.4,1000,Hansford,TX,1994,2018-07-14
P-1237-2019,4044,2019-03-13,2019-04-02,Flood-Irr,19766.59,1000,Antelope,NE,1981,2019-03-22
P-1323-2019,2702,2019-03-13,2019-04-04,Flood-Irr,908.93,1000,Howard,NE,1973,2018-06-05
P-4811-2019,526,2019-03-13,2019-04-04,Claim Withdrawn,0,1000,Howard,NE,1975,2019-03-07
P-5085-2019,3123,2019-03-13,2019-04-08,Wind-Irr,11266.51,1000,Castro,TX,1993,2018-08-10
P-4109-2019,57,2019-03-13,2019-04-09,Claim Withdrawn,0,1000,null,null,null,2019-02-03
P-5150-2019,633,2019-03-13,2019-04-16,Wind-Irr,5005,5000,Moore,TX,2014,2018-06-07
P-2487-2019,3835,2019-03-13,2019-04-18,Wind-Irr,32367,5000,Moore,TX,2012,2018-06-07
P-683-2019,860,2019-03-13,2019-04-23,Wind-Irr,2967.4,1000,Sherman,TX,2012,2019-04-19
P-5460-2019,1691,2019-03-13,2019-07-10,Wind-Irr,3950.72,1000,Sheridan,KS,2008,2019-03-16
P-1150-2019,394,2019-03-12,2019-03-13,Wind-Irr,22355.79,1000,Terry,TX,1995,2019-03-12
P-4369-2019,3591,2019-03-12,2019-03-13,Wind-Irr,73284.22,1000,Lamb,TX,1989,2019-02-20
P-4300-2019,708,2019-03-12,2019-03-15,Wind-Irr,135003.52,1000,Hale,TX,1985,2018-03-28
P-1790-2019,3818,2019-03-11,2019-04-18,M&E-Irr,1953.75,1000,Yuma,CO,1985,2019-02-28
P-386-2019,1131,2019-03-10,2019-03-11,Wind-Irr,71326.64,1000,Swisher,TX,1999,2018-05-25
P-5222-2019,2527,2019-03-09,2019-03-11,Wind-Irr,86879.29,1000,Swisher,TX,1996,2018-04-21
P-1035-2019,3281,2019-03-09,2019-03-11,Wind-Irr,14469.47,1000,Hale,TX,1995,2018-06-23
P-4909-2019,563,2019-03-09,2019-03-11,Wind-Irr,84879.77,1000,Briscoe,TX,2006,2018-04-02
P-3033-2019,1905,2019-03-09,2019-03-12,Wind-Irr,68988.85,1000,Hale,TX,1995,2018-05-09
P-4144-2019,2437,2019-03-09,2019-06-05,Wind-Irr,21106.63,1000,Swisher,TX,1993,2019-04-29
P-2407-2019,1919,2019-03-08,2019-03-12,Wind-Irr,54000,1000,Floyd,TX,2000,2019-02-20
P-1694-2019,3450,2019-03-04,2019-03-07,Collapse-Irr,7969,2500,Lamb,TX,1990,2018-04-24
P-739-2019,2781,2019-02-26,2019-02-26,Collapse-Irr,75000,1000,Lamb,TX,1981,2018-04-10
P-5297-2019,2365,2019-02-14,2019-02-19,Wind-Irr,2355.25,1000,Lancaster,NE,1978,2018-04-21
P-292-2019,2452,2019-02-07,2019-02-12,M&E-Irr,16592.7,1000,Yoakum,TX,2011,2018-03-01
P-1806-2019,3679,2019-02-04,2019-02-04,Wind-Irr,16959.44,1000,Dawson,TX,1997,2018-07-01
P-5029-2019,5286,2019-02-04,2019-02-08,M&E-Irr,4299.75,1000,Lamb,TX,1985,2018-02-14
P-17-2019,2635,2019-02-01,2019-02-01,Collapse-Irr,16257.62,1000,Lamb,TX,1985,2018-06-01
P-4541-2019,1092,2019-01-28,2019-02-18,Wind-Irr,27301.29,1000,Scotts Bluff,NE,0,2019-01-28
P-399-2019,1041,2019-01-24,2019-01-24,Theft-Irr,8133,1000,Buffalo,NE,1980,2018-05-03
P-4753-2019,4968,2019-01-24,2019-01-25,Wind-Irr,9802.19,1000,Hale,TX,0,2019-01-24
P-2615-2019,2929,2019-01-21,2019-01-24,Wind-Irr,5254.77,1000,Floyd,TX,0,2018-03-22
P-4481-2019,4994,2019-01-21,2019-02-19,Animal-Irr,3795.1,1000,Hale,TX,2001,2018-03-31
P-4481-2019,4994,2019-01-10,2019-01-24,Wind-Irr,1737.1,1000,Hale,TX,1996,2018-03-31
P-5352-2019,90,2019-01-07,2019-01-11,Wind-Irr,20545.53,1000,Chase,NE,2006,2018-04-06
P-3764-2019,1516,2019-01-02,2019-01-16,Lightning-Irr,3462.59,1000,Frontier,NE,2013,2018-06-01
P-553-2019,4382,2019-01-01,2019-02-05,M&E-Irr,3330,1000,Custer,NE,2001,2018-03-25
P-2449-2018,3969,2018-12-31,2019-01-08,Wind-Irr,70000,1000,Castro,TX,1993,2018-09-21
P-2224-2018,1528,2018-12-26,2019-01-03,Wind-Irr,8545.05,1000,Hale,TX,0,2018-01-16
P-5394-2018,3010,2018-12-21,2019-02-19,M&E-Irr,2587.69,1000,Moore,TX,2004,2018-12-23
P-1917-2018,156,2018-12-20,2018-12-21,M&E-Irr,5120.61,1000,Blaine,OK,2015,2018-02-20
P-2906-2018,775,2018-12-13,2018-12-19,Wind-Irr,24436.3,1000,Hale,TX,0,2018-03-31
P-3195-2018,3527,2018-12-13,2018-12-19,Wind-Irr,70000,1000,Castro,TX,1982,2018-04-22
P-2671-2018,3748,2018-12-08,2019-01-08,Collision-Irr,51208.81,1000,Harlan,NE,1978,2019-01-04
P-2469-2018,2352,2018-11-20,2018-11-26,Wind-Irr,22619.63,1000,Castro,TX,1981,2018-03-29
P-2684-2018,3854,2018-11-16,2018-12-03,M&E-Irr,17895.48,1000,Stanton,KS,1996,2018-02-01
P-2360-2018,191,2018-11-11,2018-12-04,Wind-Irr,3646.7,1000,Thayer,NE,2003,2017-12-31
P-5222-2018,2527,2018-11-11,2019-01-04,Lightning-Irr,2095.44,1000,Swisher,TX,0,2018-04-21
P-5459-2018,3533,2018-11-10,2018-11-14,Lightning-Irr,13451.68,1000,Floyd,TX,1997,2018-03-01
P-784-2018,4123,2018-11-05,2018-11-06,M&E-Irr,4720.64,1000,Hale,TX,0,2017-12-27
P-1901-2018,2448,2018-11-03,2018-11-06,Collision-Irr,6847.45,1000,Scotts Bluff,NE,1997,2018-05-11
P-4107-2018,414,2018-11-02,2018-11-05,M&E-Irr,0,2500,Armstrong,TX,1985,2018-01-28
P-3199-2018,2667,2018-10-26,2018-10-26,Lightning-Irr,1015.5,1000,Tattnall,GA,0,2018-03-19
P-1799-2018,2171,2018-10-17,2019-04-01,M&E-Irr,3218.9,1000,Furnas,NE,0,2018-04-18
P-2099-2018,851,2018-10-16,2018-10-17,Lightning-Irr,17202.4,1000,Republic,KS,2016,2017-12-02
P-2302-2018,2569,2018-10-15,2019-03-21,Lightning-Irr,3066,1000,Obion,TN,2012,2019-03-14
P-589-2018,4495,2018-10-10,2018-10-24,Claim Denied,0,1000,Adams,NE,2004,2018-03-28
P-3137-2018,2681,2018-10-09,2019-06-04,Collision-Irr,7300,1000,Kearney,NE,2000,2019-05-16
P-3831-2018,875,2018-10-07,2018-10-08,Collapse-Irr,48704.3,1000,Macon,GA,2008,2018-09-21
P-1466-2018,1320,2018-10-04,2018-10-24,Wind-Irr,8205,1000,Gaines,TX,2000,2018-10-04
P-3741-2018,336,2018-10-01,2018-11-02,Wind-Irr,19937.32,1000,Terry,TX,2001,2018-06-08
P-2725-2018,5172,2018-09-27,2018-09-28,Collision-Irr,1217.5,1000,Boone,NE,2007,2018-04-10
P-3418-2018,4555,2018-09-26,2018-10-01,Theft-Irr,2011.35,1000,Buffalo,NE,1984,2018-09-26
P-3816-2018,1214,2018-09-25,2018-09-26,Overturn-Irr,15586.5,1000,Hale,TX,1994,2018-01-18
P-313-2018,2119,2018-09-24,2018-11-27,Claim Withdrawn,0,1000,Ford,KS,2001,2017-12-29
P-3114-2018,560,2018-09-21,2018-09-24,Wind-Irr,20934.78,1000,Green Lake,WI,2015,2018-09-21
P-553-2018,4382,2018-09-21,2018-09-21,Collapse-Irr,6190.03,1000,Custer,NE,1990,2018-03-25
P-46-2018,3289,2018-09-20,2018-09-20,Wind-Irr,6721.31,1000,Hitchcock,NE,2007,2018-09-20
P-126-2018,4395,2018-09-20,2018-09-25,Wind-Irr,18842.83,1000,Dodge,NE,1996,2018-03-06
P-736-2018,4316,2018-09-20,2019-06-12,Lightning-Irr,0,1000,Custer,NE,1980,2019-03-01
P-2537-2018,2132,2018-09-19,2018-09-20,Collision-Irr,7535.08,1000,Castro,TX,1995,2018-04-12
P-3064-2018,904,2018-09-18,2018-10-03,Lightning-Irr,6016.74,1000,Sedgwick,CO,1990,2018-05-14
P-2811-2018,3757,2018-09-17,2018-09-17,Fire-Irr,31694.8,1000,Baca,CO,1999,2018-06-17
P-5497-2018,2013,2018-09-17,2018-09-24,Wind-Irr,5601,1000,Donley,TX,1992,2017-10-16
P-3181-2018,1632,2018-09-14,2018-11-14,Claim Denied,0,2500,Dodge,NE,1982,2018-02-04
P-4492-2018,55,2018-09-13,2018-09-18,M&E-Irr,67000,1000,Castro,TX,1988,2018-04-22
P-2121-2018,4976,2018-09-12,2018-09-17,Collision-Irr,3884,1000,Donley,TX,1991,2018-02-10
P-1627-2018,4724,2018-09-11,2018-11-08,Lightning-Irr,494.88,1000,Kearney,NE,2010,2018-06-02
P-4147-2018,111,2018-09-10,2018-09-11,Collapse-Irr,384.32,1000,Yuma,CO,2011,2018-05-21
P-5084-2018,5025,2018-09-10,2018-09-11,Lightning-Irr,8239.98,1000,Lincoln,NE,1994,2018-05-14
P-2371-2018,3471,2018-09-09,2018-09-10,Wind-Irr,15739.15,1000,Morgan,CO,2007,2018-09-09
P-870-2018,748,2018-09-08,2018-09-12,Collapse-Irr,9281.75,1000,Lamb,TX,1986,2018-03-31
P-5205-2018,3034,2018-09-06,2018-09-18,Lightning-Irr,1577,2500,Madison,NE,2004,2018-01-24
P-2369-2018,3061,2018-09-05,2018-09-06,M&E-Irr,6915.21,1000,Stanton,KS,2010,2018-08-18
P-3203-2018,1811,2018-09-04,2018-09-26,M&E-Irr,4858,1000,Sheridan,KS,1990,2018-09-22
P-3251-2018,2158,2018-09-01,2018-11-15,Lightning-Irr,1100,1000,Hamilton,NE,2008,2018-03-01
P-4467-2018,1855,2018-09-01,2019-03-22,Lightning-Irr,4798.55,1000,Dawson,NE,1997,2019-03-14
P-2078-2018,4944,2018-09-01,2019-04-08,Claim Withdrawn,0,1000,Lincoln,NE,1992,2018-08-10
P-2270-2018,2237,2018-08-31,2018-09-04,Lightning-Irr,5164.93,1000,Adams,NE,2013,2018-07-07
P-5447-2018,2841,2018-08-31,2018-09-18,Collision-Irr,12346.4,1000,Scotts Bluff,NE,2008,2018-05-02
P-4510-2018,143,2018-08-30,2018-09-06,Hail-Irr,3134.56,5000,Cochran,TX,0,2018-06-30
P-4328-2018,1377,2018-08-28,2018-09-24,Wind-Irr,29991.01,1000,Hamilton,NE,1996,2018-03-06
P-2912-2018,5285,2018-08-28,2018-11-20,Claim Withdrawn,0,1000,Hamilton,NE,0,2017-12-01
P-1220-2018,4245,2018-08-27,2018-08-27,M&E-Irr,6151.68,1000,Lamb,TX,1976,2018-04-15
P-1900-2018,3705,2018-08-26,2018-08-29,Wind-Irr,781.53,2500,Cochran,TX,0,2017-11-13
P-2120-2018,3221,2018-08-24,2018-08-24,Wind-Irr,13340,1000,Morrill,NE,1980,2018-03-01
P-3083-2018,1857,2018-08-24,2018-08-31,Lightning-Irr,12730,1000,Keith,NE,1981,2018-03-11
P-5536-2018,4578,2018-08-24,2019-02-25,Lightning-Irr,4130.75,1000,Custer,NE,2004,2018-07-15
P-1595-2018,2296,2018-08-23,2018-11-06,Lightning-Irr,3535,1000,Dakota,MN,1985,2018-04-17
P-3721-2018,1209,2018-08-22,2018-09-18,Claim Denied,0,5000,Keith,NE,2014,2018-04-28
P-5497-2018,2013,2018-08-21,2018-08-22,Wind-Irr,32603,1000,Donley,TX,1995,2017-10-16
P-3991-2018,1192,2018-08-18,2018-08-22,Wind-Irr,10735.83,1000,Buffalo,NE,0,2018-04-12
P-2684-2018,3854,2018-08-18,2018-09-17,Lightning-Irr,684.46,1000,Stanton,KS,1996,2018-02-01
P-5220-2018,2345,2018-08-17,2018-08-20,Wind-Irr,90000,1000,Crosby,TX,2017,2018-05-13
P-3920-2018,2707,2018-08-17,2018-08-23,Claim Denied,0,1000,Hitchcock,NE,2009,2018-03-12
P-3398-2018,682,2018-08-16,2018-08-16,Wind-Irr,40000,1000,Howard,NE,2011,2018-08-16
P-1460-2018,4240,2018-08-16,2018-08-16,Wind-Irr,23931.65,5000,Howard,NE,2011,2018-08-16
P-1440-2018,3811,2018-08-15,2018-08-16,Wind-Irr,3865.05,1000,Lincoln,NE,2010,2018-07-31
P-696-2018,308,2018-08-15,2018-08-17,M&E-Irr,15294.76,1000,Floyd,TX,0,2018-04-19
P-3205-2018,3685,2018-08-15,2018-09-07,Lightning-Irr,1484.82,1000,Hamilton,NE,0,2018-07-02
P-3676-2018,1383,2018-08-14,2018-08-14,Collision-Irr,2711.25,1000,Madison,NE,2001,2018-04-25
P-2812-2018,4251,2018-08-14,2018-08-15,Wind-Irr,2765,2500,Dawes,NE,2003,2018-04-12
P-1955-2018,764,2018-08-14,2018-08-17,M&E-Irr,5114.1,1000,Lamb,TX,0,2018-04-01
P-4569-2018,826,2018-08-14,2018-09-04,M&E-Irr,1201.86,1000,Box Butte,NE,1988,2018-07-11
P-1331-2018,3171,2018-08-13,2018-09-14,M&E-Irr,20209.52,1000,Harrison,IA,1982,2018-05-24
P-3181-2018,1632,2018-08-13,2018-09-18,Claim Denied,0,1000,Nance,NE,0,2018-02-04
P-1468-2018,1272,2018-08-11,2018-08-17,Claim Denied,0,2500,Castro,TX,2001,2018-06-12
P-3359-2018,2316,2018-08-10,2018-08-13,Wind-Irr,72573.97,1000,Lamb,TX,1995,2018-08-05
P-3299-2018,4305,2018-08-10,2018-08-14,Wind-Irr,32040,1000,Crosby,TX,1997,2018-02-19
P-3597-2018,3327,2018-08-09,2018-08-16,Collision-Irr,5041.2,1000,Pawnee,KS,1978,2018-01-29
P-5406-2018,396,2018-08-09,2018-08-22,Lightning-Irr,356.89,1000,Meade,KS,1993,2017-12-04
P-5176-2018,4638,2018-08-09,2018-09-07,Lightning-Irr,6061.5,1000,Hale,TX,0,2018-04-30
P-5245-2018,958,2018-08-08,2018-08-10,Wind-Irr,26112.58,1000,Hale,TX,1981,2018-08-08
P-2336-2018,2623,2018-08-08,2018-08-13,Lightning-Irr,3100.76,1000,Lincoln,NE,2014,2018-05-15
P-1846-2018,1077,2018-08-08,2018-09-21,Lightning-Irr,4734.12,1000,Harlan,NE,2004,2018-08-08
P-4109-2018,57,2018-08-07,2018-08-08,Collapse-Irr,20370,1000,Colfax,NE,2012,2018-02-03
P-5259-2018,3089,2018-08-07,2018-08-08,Fire-Irr,15500,1000,Adams,NE,0,2018-06-13
P-5020-2018,2951,2018-08-06,2018-08-06,Claim Withdrawn,0,1000,Republic,KS,2012,2018-08-06
P-4112-2018,354,2018-08-06,2018-08-07,Wind-Irr,63754.86,10000,York,NE,2017,2018-03-25
P-421-2018,4111,2018-08-06,2018-08-07,Claim Withdrawn,0,1000,York,NE,1990,2018-08-06
P-4575-2018,1353,2018-08-06,2018-08-07,Wind-Irr,136124.81,10000,York,NE,2007,2018-03-02
P-2041-2018,1799,2018-08-06,2018-08-07,Wind-Irr,45549.23,1000,York,NE,2012,2018-03-10
P-4149-2018,5105,2018-08-06,2018-08-08,Lightning-Irr,14869.34,1000,Sedgwick,CO,1974,2018-06-07
P-4438-2018,1608,2018-08-06,2018-08-08,M&E-Irr,2272.5,1000,Gosper,NE,1993,2018-04-07
P-1440-2018,3811,2018-08-06,2018-08-08,Lightning-Irr,1541.34,1000,Lincoln,NE,2010,2018-07-31
P-5168-2018,2897,2018-08-06,2018-08-14,Lightning-Irr,9073,1000,Kearney,NE,2018,2018-03-01
P-5071-2018,530,2018-08-06,2018-08-16,Hail-Irr,8512.75,1000,Box Butte,NE,0,2018-03-09
P-5279-2018,4212,2018-08-06,2018-08-16,Hail-Irr,2520.65,1000,Garden,NE,1973,2018-08-11
P-5350-2018,3615,2018-08-06,2018-08-21,Hail-Irr,56186.58,1000,Arthur,NE,2014,2018-06-16
P-270-2018,4265,2018-08-06,2018-08-24,Claim Withdrawn,0,1000,York,NE,2000,2018-06-23
P-1066-2018,5302,2018-08-06,2018-08-29,Lightning-Irr,1076.66,2500,Box Butte,NE,2014,2018-06-02
P-2324-2018,228,2018-08-06,2018-09-04,Lightning-Irr,6737.77,1000,Castro,TX,1993,2018-04-12
P-2327-2018,3467,2018-08-06,2018-10-03,Lightning-Irr,4634.15,1000,Perkins,NE,0,2018-05-01
P-23-2018,4366,2018-08-06,2019-03-25,Hail-Irr,3388,1000,Merrick,NE,2008,2019-01-26
P-1562-2018,2778,2018-08-05,2018-09-13,Wind-Irr,3742.88,1000,Knox,NE,0,2017-11-05
P-392-2018,918,2018-08-05,2019-02-12,M&E-Irr,2621.65,1000,Sheridan,KS,2000,2018-06-30
P-2611-2018,4722,2018-08-04,2018-08-06,Wind-Irr,18356.1,1000,Cheyenne,NE,2013,2018-05-01
P-1901-2018,2448,2018-08-04,2018-08-06,Lightning-Irr,6078.77,1000,Scotts Bluff,NE,1997,2018-05-11
P-493-2018,5326,2018-08-03,2018-08-03,Lightning-Irr,909.63,1000,Logan,KS,1993,2018-04-27
P-4527-2018,4233,2018-08-03,2018-08-03,Collapse-Irr,9747.85,1000,Frontier,NE,2013,2018-08-03
P-180-2018,5329,2018-08-03,2018-08-06,Lightning-Irr,2513.63,2500,Kearney,NE,1997,2018-06-16
P-2062-2018,3800,2018-08-03,2018-08-07,Collapse-Irr,2534.08,1000,Adams,NE,1991,2018-03-27
P-5538-2018,2523,2018-08-03,2018-08-07,M&E-Irr,20801.22,1000,Floyd,TX,1994,2018-05-15
